group_slug,group_title,query,rank,title,url,domain,score,content,is_probably_paper
b3_trajectory_alignment,B3 — 轨迹推断与细胞状态对齐 (Trajectory Inference & Cell State Alignment),single-cell flow estimation optimal transport developmental biology 2024 2025,6,WFR-FM: Simulation-Free Dynamic Unbalanced Optimal Transport | OpenReview,https://openreview.net/forum?id=1nqu7bK1mm,openreview.net,0.99804294,"minimizing the WFR-FM loss exactly recovers WFR geodesics. Empirically, WFR-FM yields more accurate and robust trajectory inference in single-cell biology, reconstructing consistent dynamics with proliferation and apoptosis, estimating time-varying growth fields, and applying to generative dynamics under imbalanced data. It outperforms state-of-the-art baselines in efficiency, stability, and reconstruction accuracy. Overall, WFR-FM establishes a unified and efficient paradigm for learning dynamical systems from unbalanced snapshots, where not only states but also mass evolve over time. The Python code is available at . [...] Abstract: The Wasserstein–Fisher–Rao (WFR) metric extends dynamic optimal transport (OT) by coupling displacement with change of mass, providing a principled geometry for modeling unbalanced snapshot dynamics. Existing WFR solvers, however, are often unstable, computationally expensive, and difficult to scale. Here we introduce \textbf{WFR Flow Matching (WFR-FM)}, a simulation-free training algorithm that unifies flow matching with dynamic unbalanced OT. Unlike classical flow matching which regresses only a transport vector field, WFR-FM simultaneously regresses a vector field for displacement and a scalar growth rate function for birth–death dynamics, yielding continuous flows under the WFR geometry. Theoretically, we show that minimizing the WFR-FM loss exactly recovers WFR geodesics. [...] back arrowGo to ICLR 2026 Conference homepage

## WFR-FM: Simulation-Free Dynamic Unbalanced Optimal Transport

Download PDF

### Qiangwei Peng, Zihan Wang, Junda Ying, Yuhao Sun, Qing Nie, Lei Zhang, Tiejun Li, Peijie Zhou

Published: 26 Jan 2026, Last Modified: 11 Apr 2026ICLR 2026 PosterEveryoneRevisionsBibTeXCC BY 4.0

Keywords: flow matching; unbalanced optimal transport; Wasserstein-Fisher-Rao

TL;DR: Solve the dynamic unbalanced optimal transport WFR problem by using flow matching",True
b1_sc_qc_noise,B1 — 单细胞数据质控: 噪声建模与稀疏数据处理 (QC: Noise & Sparsity Modeling),single-cell data denoising imputation optimal transport 2024 2025 NeurIPS ICML,2,NeurIPS 2025 Thursday 12/4,https://neurips.cc/virtual/2025/day/12/4,neurips.cc,0.9979652,"Variational Regularized Unbalanced Optimal Transport: Single Network, Least Action

Yuhao Sun ⋅ Zhenyi Zhang ⋅ Zihan Wang ⋅ Tiejun Li ⋅ Peijie Zhou

Ctrl-DNA: Controllable Cell-Type-Specific Regulatory DNA Design via Constrained RL

Xingyu Chen ⋅ Shihao Ma ⋅ Runsheng Lin ⋅ Jiecong Lin ⋅ Bo Wang

HiPoNet: A Multi-View Simplicial Complex Network for High Dimensional Point-Cloud and Single-Cell data

Siddharth Viswanath ⋅ Hiren Madhu ⋅ Dhananjay Bhaskar ⋅ Jake Kovalic ⋅ Dave Johnson ⋅ Christopher Tape ⋅ Ian Adelstein ⋅ Rex Ying ⋅ Michael Perlmutter ⋅ Smita Krishnaswamy

Securing the Language of Life: Inheritable Watermarks from DNA Language Models to Proteins

ZAIXI ZHANG ⋅ Ruofan Jin ⋅ Le Cong ⋅ Mengdi Wang [...] ZAIXI ZHANG ⋅ Ruofan Jin ⋅ Le Cong ⋅ Mengdi Wang

Learning Crossmodal Interaction Patterns via Attributed Bipartite Graphs for Single-Cell Omics

Xiaotang Wang ⋅ Xuanwei Lin ⋅ Yun Zhu ⋅ Hao Li ⋅ Yongqi Zhang

ChromFound: Towards A Universal Foundation Model for Single-Cell Chromatin Accessibiltiy Data

Yifeng Jiao ⋅ Yuchen Liu ⋅ Yu Zhang ⋅ Xin Guo ⋅ Yushuai Wu ⋅ Chen Jiang ⋅ Jiyang Li ⋅ Hongwei Zhang ⋅ LIMEI HAN ⋅ Xin Gao ⋅ Yuan Qi ⋅ Yuan Cheng

GeneFlow: Translation of Single-cell Gene Expression to Histopathological Images via Rectified Flow

Mengbo Wang ⋅ Shourya Verma ⋅ Aditya Malusare ⋅ Luopin Wang ⋅ Yiyang Lu ⋅ Vaneet Aggarwal ⋅ Mario Sola ⋅ Ananth Grama ⋅ Nadia Lanman

RAM-W600: A Multi-Task Wrist Dataset and Benchmark for Rheumatoid Arthritis [...] ⋅ Yanfeng Ouyang ⋅ Lianhui Qin ⋅ Elyse Rosenbaum ⋅ Corey Snyder ⋅ Peter Seiler ⋅ Geir Dullerud ⋅ Xiaojia Zhang ⋅ Zuofu Cheng ⋅ Pavan Kumar Hanumolu ⋅ Jian Huang ⋅ Mayank Kulkarni ⋅ Mahdi Namazifar ⋅ Huan Zhang ⋅ Bin Hu",True
b3_trajectory_alignment,B3 — 轨迹推断与细胞状态对齐 (Trajectory Inference & Cell State Alignment),trajectory inference single-cell optimal transport Waddington ICML NeurIPS 2024 2025,7,ContextFlow: Context-Aware Flow Matching for Trajectory Inference from Spatial Omics Data | OpenReview,https://openreview.net/forum?id=366HPAs7aP,openreview.net,0.9976404,"Abstract: Inferring trajectories from longitudinal spatially-resolved omics data is fundamental to understanding the dynamics of structural and functional tissue changes in development, regeneration and repair, disease progression, and response to treatment. We propose ContextFlow, a novel context-aware flow matching framework that incorporates prior knowledge to guide the inference of structural tissue dynamics from spatially resolved omics data. Specifically, ContextFlow integrates local tissue organization and ligand-receptor communication patterns into a transition plausibility matrix that regularizes the optimal transport objective. By embedding these contextual constraints, ContextFlow generates trajectories that are not only statistically consistent but also biologically [...] back arrowGo to ICLR 2026 Conference homepage

## ContextFlow: Context-Aware Flow Matching for Trajectory Inference from Spatial Omics Data

Download PDF

### Santanu Rathod, Francesco Ceccarelli, Sean B. Holden, Pietro Lio, Xiao Zhang, Jovan Tanevski

19 Sept 2025 (modified: 11 Feb 2026)Submitted to ICLR 2026EveryoneRevisionsBibTeXCC BY 4.0

Keywords: Flow-matching, optimal transport, spatial omics

TL;DR: We propose a novel approach to incorporate biological prior knowledge into flow-matching framework for spatial omics [...] are not only statistically consistent but also biologically meaningful, making it a generalizable framework for modeling spatiotemporal dynamics from longitudinal, spatially resolved omics data. Evaluated on three datasets, ContextFlow consistently outperforms state-of-the-art flow matching methods across multiple quantitative and qualitative metrics of inference accuracy and biological coherence.",True
b2_multimodal_integration,B2 — 多模态单细胞数据整合 (Multi-Modal & Cross-Assay Integration),multimodal single-cell integration CITE-seq ATAC-seq geometry NeurIPS ICML 2024 2025,3,iAODE for benchmarking and continuum modeling of single-cell ...,https://www.nature.com/articles/s42003-026-09768-8,www.nature.com,0.9974885,"For scATAC-seq, extreme sparsity makes peak-gene link inference sensitive to noise19.""), requiring coherence examination at peak, gene, and multi-modal integration levels simultaneously27.""),28.""). [...] Existing deep generative models for scATAC-seq excel at static representation, batch correction, and multimodal integration but do not explicitly model continuous developmental dynamics; continuity relies on post-hoc metrics. We ask: how to learn a latent space that is both generative and endowed with intrinsic continuous trajectory structure under extreme scATAC-seq sparsity? We propose iAODE (interpretable Accessibility ODE-based variational autoencoder), built on a variational autoencoder (VAE) with zero-inflated negative binomial (ZINB) likelihood for discrete counts and zero inflation. The encoder predicts normalized pseudotime and introduces a Neural ODE vector field in latent space describing continuous chromatin-state evolution; low KL weights (β≤0.1) preserve coupling across [...] A–C For Small (n = 165), Medium (n = 68), and Large (n = 15) scATAC-seq datasets, iAODE is compared with ICA, FA, NMF, PCA, Diffusion Maps (DIFF), and Palantir. Each panel summarizes continuum/manifold-geometry metrics together with embedding-quality metrics computed from UMAP and t-SNE embeddings. Global Friedman or RM-ANOVA tests (all p < 0.001) indicate overall differences across methods. iAODE attains higher scores on Manifold dimensionality, Participation ratio, Noise resilience, Trajectory directionality, CAL, and COR than the linear and graph-based methods examined here, whereas Palantir and Diffusion Maps tend to yield higher ASW and QL, indicating relatively stronger emphasis on local compactness. DIFF Diffusion Maps, UMAP Uniform Manifold Approximation and Projection, t-SNE",False
b3_trajectory_alignment,B3 — 轨迹推断与细胞状态对齐 (Trajectory Inference & Cell State Alignment),single-cell flow estimation optimal transport developmental biology 2024 2025,7,STORIES: learning cell fate landscapes from spatial transcriptomics ...,https://www.nature.com/articles/s41592-025-02855-4,www.nature.com,0.9969957,"Article  CAS  PubMed   Google Scholar
20. Shen, X. et al. Inferring cell trajectories of spatial transcriptomics via optimal transport analysis. Cell Syst. 16, 101194 (2025).
21. Klein, D. et al. Mapping cells through time and space with moscot. Nature 638, 1065–1075 (2025).

    Article  CAS  PubMed  PubMed Central   Google Scholar
22. Peng, Q., Zhou, P. & Li, T. stVCR: reconstructing spatio-temporal dynamics of cell development using optimal transport. Preprint at bioRxiv  (2024).
23. Vayer, T., Chapel, L., Flamary, R., Tavenard, R. & Courty, N. Fused Gromov–Wasserstein distance for structured objects. Algorithms 13, 212 (2020). [...] Article  PubMed  PubMed Central   Google Scholar
12. Bergen, V., Soldatov, R. A., Kharchenko, P. V. & Theis, F. J. RNA velocity—current challenges and future perspectives. Mol. Syst. Biol. 17, e10282 (2021).

    Article  CAS  PubMed  PubMed Central   Google Scholar
13. Schiebinger, G. et al. Optimal-transport analysis of single-cell gene expression identifies developmental trajectories in reprogramming. Cell 176, 928–943 (2019). [...] Article  CAS  PubMed  PubMed Central   Google Scholar
28. DeepMind et al. The DeepMind JAX ecosystem. GitHub  (2020).
29. Cuturi, M. et al. Optimal Transport Tools (OTT): a JAX toolbox for all things Wasserstein. Preprint at  (2022).
30. Peyré, G. & Cuturi, M. Computational optimal transport: With applications to data science. Found. Trends Mach. Learn. 11, 355–607 (2019).

    Article   Google Scholar
31. Jordan, R., Kinderlehrer, D. & Otto, F. The variational formulation of the Fokker–Planck equation. SIAM J. Math. Anal. 29, 1–17 (1998).

    Article   Google Scholar
32. Chen, H. et al. Single-cell trajectories reconstruction, exploration and mapping of omics data with STREAM. Nat. Commun. 10, 1903 (2019).",False
b2_multimodal_integration,B2 — 多模态单细胞数据整合 (Multi-Modal & Cross-Assay Integration),single-cell multi-omics alignment optimal transport manifold 2024 2025 bioinformatics,8,scMRDR: A scalable and flexible framework for unpaired single-cell ...,https://neurips.cc/virtual/2025/poster/115611,neurips.cc,0.9950177,"In this paper, we introduce a scalable and flexible generative framework called single-cell Multi-omics Regularized Disentangled Representations (scMRDR) for",True
b1_sc_qc_noise,B1 — 单细胞数据质控: 噪声建模与稀疏数据处理 (QC: Noise & Sparsity Modeling),single-cell sparsity handling variational inference probabilistic model 2024 2025,2,SAVE: A Generalizable Framework for Multi-Condition Single-Cell Generation with Gene Block Attention,https://arxiv.org/html/2604.16776v1,arxiv.org,0.992597,"Variational Autoencoders (VAEs) have become the foundation of many generative frameworks in single-cell omics, with scVI Lopez et al. (2018) being a notable example. While effective in learning latent representations and enabling batch correction and imputation, such models typically assume simple architectures and are limited in their ability to model complex, combinatorial interactions among multiple external conditions. Addressing this limitation is crucial for simulating realistic cellular responses in multi-conditional settings Luecken et al. (2024). [...] Variational Autoencoders (VAEs) have been widely adopted for modeling single-cell RNA-seq data. Notably, scVI Lopez et al. (2018) introduces a zero-inflated negative binomial (ZINB) likelihood and encodes covariates into the latent space for tasks like batch correction and imputation. However, traditional VAE-based models primarily focus on representation learning rather than flexible data generation across complex conditions Xiong et al. (2022). To improve generative capabilities, recent models have explored more expressive architectures. CFGen Palma et al. , a flow-based model, applies optimal transport-guided diffusion and classifier-free guidance to model conditional distributions. Similarly, scDiffusion Luo et al. (2024) combines latent diffusion with a pre-trained autoencoder [...] Transformer-based models have recently gained traction in single-cell omics, mostly for representation learning. scGPT Cui et al. (2024), scBERT Yang et al. (2022), and Geneformer Theodoris et al. (2023) tokenize gene expression using rank or discretized values, often sacrificing fine-grained quantitative information. GeneCompass Yang et al. (2024) improves upon this by combining rank and absolute expression with regression loss. Some methods directly project expression values into continuous space, with additional strategies to handle zero inflation. TOSICA Chen et al. (2023) uses gene networks to filter unreliable zeros, while scFoundation Hao et al. (2024) introduces special tokens to mask them. CellPLM Wen et al. (2023) models inter-cell relationships via a VAE-Transformer hybrid,",True
b1_sc_qc_noise,B1 — 单细胞数据质控: 噪声建模与稀疏数据处理 (QC: Noise & Sparsity Modeling),single-cell sparsity handling variational inference probabilistic model 2024 2025,3,Scalable Single-Cell Gene Expression Generation with Latent Diffusion Models,https://arxiv.org/html/2511.02986v1,arxiv.org,0.992597,"to unseen cell context–perturbation pairs. For both datasets, we restricted analysis to the top 2,000 highly variable genes (HVGs) following adduri2025predicting. We compare our model against established baselines: CPA [lotfollahi2023cpa], scVI [lopez2018deep], scGPT [cui2024scgpt] and STATE-Tx [adduri2025predicting]. [...] To model an exchangeable probabilistic model p​(𝐱ℐ|θ,ℐ)p(\mathbf{x}\_{\mathcal{I}}|{\theta},\mathcal{I}), we introduce mm latent variables (i.e., the number of latents is fixed for all subsets ℐ\mathcal{I}), 𝐙∈ℝm×D\mathbf{Z}\in\mathbb{R}^{m\times D}. By using the family of variational posteriors of the form q​(𝐙|ϕ,𝐱ℐ)q(\mathbf{Z}|\phi,\mathbf{x}\_{\mathcal{I}}), the Evidence Lower BOund (ELBO) is the following: [...] 𝐳i\mathbf{z}\_{i} is generated given 𝐜\mathbf{c}, i.e., p​(𝐱ℐ|ℐ,𝐳ℐ)​p​(𝐳ℐ|𝐜)​p​(𝐜)p(\mathbf{x}\_{\mathcal{I}}|\mathcal{I},\mathbf{z}\_{\mathcal{I}})\ p(\mathbf{z}\_{\mathcal{I}}|\mathbf{c})\ p(\mathbf{c}), where p​(𝐱ℐ|ℐ,𝐳ℐ)=∏i=1|ℐ|p​(𝐱i|𝐳i)p(\mathbf{x}\_{\mathcal{I}}|\mathcal{I},\mathbf{z}\_{\mathcal{I}})=\prod\_{i=1}^{|\mathcal{I}|}p(\mathbf{x}\_{i}|\mathbf{z}\_{i}) and p​(𝐳ℐ|𝐜)=p​(|ℐ|)​∏i=1|ℐ|p​(𝐳i|𝐜)p(\mathbf{z}\_{\mathcal{I}}|\mathbf{c})=p(|\mathcal{I}|)\prod\_{i=1}^{|\mathcal{I}|}p(\mathbf{z}\_{i}|\mathbf{c}). Then, the variational posteriors can take the following form: q​(𝐳ℐ|𝐱ℐ)=δ​(|ℐ|)​∏i=1|ℐ|q​(𝐳i|𝐱i)q(\mathbf{z}\_{\mathcal{I}}|\mathbf{x}\_{\mathcal{I}})=\delta(|\mathcal{I}|)\prod\_{i=1}^{|\mathcal{I}|}q(\mathbf{z}\_{i}|\mathbf{x}\_{i}), where δ​(⋅)\delta(\cdot) is Dirac’s delta,",True
b3_trajectory_alignment,B3 — 轨迹推断与细胞状态对齐 (Trajectory Inference & Cell State Alignment),cell state alignment trajectory smoothing geometric learning 2024 2025,4,Learning from Contrasts: Synthesizing Reasoning Paths from Diverse Search Trajectories,https://arxiv.org/html/2604.11365v1,arxiv.org,0.9912209,"Xu et al. (2024a), but applied to synthesizing robust chain-of-thought trajectories. Similar alignment principles are also proving essential for mitigating hallucinations and optimizing tool-calling behaviors in LLMs Xu et al. (2025, 2024b). [...] #### 3.3.2 Local Step-wise Critique via Semantic Alignment

Errors in reasoning are often localized to specific steps. To critique these steps, we must align the trajectories. Since τ+\tau^{+} and τ−\tau^{-} may vary significantly in length and phrasing, rigid index-based alignment is ineffective. [...] We employ Semantic Alignment: 𝒢analyst\mathcal{G}\_{\text{analyst}} scans both trajectories to identify the Semantic Divergence Point, the first step tt where the logic of τ−\tau^{-} substantively departs from τ+\tau^{+}. To operationalize this, we define a “step” as a semantic reasoning act. Following established practices in process supervision Wang et al. (2024), we employ heuristic delimiters to segment trajectories: primary structural boundaries (e.g., \n, \n\n), logical connectors (e.g., “Therefore”, “Hence”), and explicit enumerations. Our preliminary studies indicate that this step-level granularity reduces value estimation variance in MCTS by 18% compared to sentence-level segmentation and improves the analyst’s divergence point identification accuracy to 92% (vs. 64% for",True
b3_trajectory_alignment,B3 — 轨迹推断与细胞状态对齐 (Trajectory Inference & Cell State Alignment),trajectory inference single-cell optimal transport Waddington ICML NeurIPS 2024 2025,8,ARTEMIS integrates autoencoders and Schrödinger Bridges to ...,https://academic.oup.com/bioinformatics/article/41/Supplement_1/i189/8199396,academic.oup.com,0.9887554,"The VAE maps input time-series single-cell data to a continuous latent space, where trajectories are reconstructed by solving the Schrödinger bridge problem",True
b1_sc_qc_noise,B1 — 单细胞数据质控: 噪声建模与稀疏数据处理 (QC: Noise & Sparsity Modeling),single-cell data denoising imputation optimal transport 2024 2025 NeurIPS ICML,3,ICML Poster sciLaMA: A Single-Cell Representation Learning ...,https://icml.cc/virtual/2025/poster/46669,icml.cc,0.98707944,"LaMs with scRNA-seq tabular data through a paired-VAE architecture. Our approach generates context-aware representations for both cells and genes and outperforms state-of-the-art methods in key single-cell downstream tasks, including batch effect correction, cell clustering, and cell-state-specific gene marker and module identification, while maintaining computational efficiency. sciLaMA offers a computationally efficient, unified framework for comprehensive single-cell data analysis and biologically interpretable gene module discovery. [...] ### Lay Summary [...] that could guide the discovery of biomarkers and potential treatment targets.",True
b3_trajectory_alignment,B3 — 轨迹推断与细胞状态对齐 (Trajectory Inference & Cell State Alignment),single-cell flow estimation optimal transport developmental biology 2024 2025,8,scTsI: an effective two-stage imputation method for single-cell RNA-seq data - PMC,https://pmc.ncbi.nlm.nih.gov/articles/PMC12204820/,pmc.ncbi.nlm.nih.gov,0.98677725,"cell correlations and gene correlations, a ZINB decoder to reconstruct the expression matrix, and optimal transport theory for joint representation alignment to enhance cell type identification. [...] 27. Yu  J, Chen  N, Gao  M. et al.  Unsupervised gene-cell collective representation learning with optimal transport. In: Wooldridge M, Dy J, Natarajan S (eds.), Proceedings of the AAAI Conference on Artificial Intelligence. Washington, DC, USA: AAAI Press, 2024;38:356–64. 10.1609/aaai.v38i1.27789. [DOI] [Google Scholar]
 28. Kang  Y, Zhang  H, Guan  J. scINRB: Single-cell gene expression imputation with network regularization and bulk RNA-seq data. Brief Bioinform  2024;25:bbae148. [DOI] [PMC free article] [PubMed] [Google Scholar]
 29. Cheng  Y, Ma  X, Yuan  L. et al.  Evaluating imputation methods for single-cell RNA-seq data. BMC Bioinformatics  2023;24:302. 10.1186/s12859-023-05417-7. [DOI] [PMC free article] [PubMed] [Google Scholar] [...] low-rank matrix completion–based framework. Among the deep learning–based methods, deep count autoencoder network (DCA)  applies a deep count autoencoder network for capturing nonlinear correlations between genes to impute missing data. DeepImpute  trains deep neural networks with a dropout layer and loss function to perform imputation. Bis  uses an optimal transport-based autoencoder with cell embedding regularization and leverages bulk RNA-seq data for recovering scRNA-seq data. scMGCA  employs a graph convolutional autoencoder with a multinomial-based decoder to characterize the multimodal distribution, which simulates the high probability dropout events of single-cell data. scGCOT  uses attention-based graph autoencoders to learn cell correlations and gene correlations, a ZINB decoder",True
b1_sc_qc_noise,B1 — 单细胞数据质控: 噪声建模与稀疏数据处理 (QC: Noise & Sparsity Modeling),single-cell sparsity handling variational inference probabilistic model 2024 2025,5,The future of rapid and automated single-cell data analysis using reference mapping - PMC,https://pmc.ncbi.nlm.nih.gov/articles/PMC11184658/,pmc.ncbi.nlm.nih.gov,0.97423947,"Parallel analysis of individual cells for RNA expression and DNA from targeted tagmentation by sequencing (Paired-Tag) is a sequencing technique that simultaneously profiles of different histone modifications and transcriptome in single cells

A type of variational autoencoder used to integrate multiple modalities of data and learn one single joint latent representation

An algorithm to sample a subset of cells from the entire data. The sampled cells are expected to effectively preserve cellular heterogeneity and gene expression covariance from the full dataset

A computational concept for grouping homogeneous cells based on the similarity of their genetic molecular to represent distinct cell types or states [...] types of generative model in machine learning that combine elements of autoencoders and variational inference. VAEs aim to learn probabilistic mapping between the input data and a latent space, allowing for the generation of new data points. The encoder network maps input data to a probability distribution in the latent space, and the decoder network generates data from samples drawn from this distribution. VAEs are commonly used for tasks like generating novel data samples, data compression, and unsupervised learning

a set of techniques in machine learning and data analysis focused on capturing the underlying structure, or manifold, of high-dimensional data in a lower-dimensional space. The goal is to represent complex data in a way that preserves its underlying geometric relationships [...] Deep learning methods have been developed to address these challenges to predict cellular behaviors. Variational autoencoders (VAE)53 have been the main tool for learning low-dimensional latent representation from single-cell data. An example is scGen52, a VAE combined with latent space vector arithmetics to predict single-cell response to disease and chemical perturbations across cell types and species. Following on from this work, the compositional perturbation autoencoder (CPA)54 has been proposed to extend existing methods to predict combinatorial responses to drugs or genetic perturbations. CPA learns a cell representation as the composition of a basal state combined with learned representation for perturbations and covariates (e.g., cell type, patient, species). Finally, recent",True
b1_sc_qc_noise,B1 — 单细胞数据质控: 噪声建模与稀疏数据处理 (QC: Noise & Sparsity Modeling),single-cell sparsity handling variational inference probabilistic model 2024 2025,6,NeurIPS Poster ProDAG: Projected Variational Inference for Directed Acyclic Graphs,https://neurips.cc/virtual/2025/poster/118086,neurips.cc,0.96814114,"Directed acyclic graph (DAG) learning is a central task in structure discovery and causal inference. Although the field has witnessed remarkable advances over the past few years, it remains statistically and computationally challenging to learn a single (point estimate) DAG from data, let alone provide uncertainty quantification. We address the difficult task of quantifying graph uncertainty by developing a Bayesian variational inference framework based on novel, provably valid distributions that have support directly on the space of sparse DAGs. These distributions, which we use to define our prior and variational posterior, are induced by a projection operation that maps an arbitrary continuous distribution onto the space of sparse weighted acyclic adjacency matrices. While this [...] of sparse weighted acyclic adjacency matrices. While this projection is combinatorial, it can be solved efficiently using recent continuous reformulations of acyclicity constraints. We empirically demonstrate that our method, ProDAG, can outperform state-of-the-art alternatives in both accuracy and uncertainty quantification. [...] Skip to yearly menu bar

## Main Navigation

conference_logo

 NeurIPS 
  + Code of Ethics  

  + Code of Conduct  

  + Create Profile  

  + Journal To Conference Track  

  + Diversity & Inclusion  

  + Proceedings  

  + Future Meetings  

  + Press  

  + Exhibitor Information  

  + Contact NeurIPS  

  + Help/FAQ  

  + Privacy Policy  

  + Downloads
 My Stuff

 Login

Poster  Wed, Dec 3, 2025 • 11:00 AM – 2:00 PM PST

# ProDAG: Projected Variational Inference for Directed Acyclic Graphs

Ryan Thompson ⋅ Edwin Bonilla ⋅ Robert Kohn

 [Poster]     [OpenReview]

### Abstract",True
b1_sc_qc_noise,B1 — 单细胞数据质控: 噪声建模与稀疏数据处理 (QC: Noise & Sparsity Modeling),single-cell data denoising imputation optimal transport 2024 2025 NeurIPS ICML,4,NeurIPS 2025 Friday 12/5,https://neurips.cc/virtual/2025/day/12/5,neurips.cc,0.96485513,"When Additive Noise Meets Unobserved Mediators: Bivariate Denoising Diffusion for Causal Discovery

Dominik Meier ⋅ Sujai Hiremath ⋅ PROMIT GHOSAL ⋅ Kyra Gan

Differentiable Structure Learning and Causal Discovery for General Binary Data

Chang Deng ⋅ Bryon Aragam

Less Greedy Equivalence Search

Adiba Ejaz ⋅ Elias Bareinboim

Coupling Generative Modeling and an Autoencoder with the Causal Bridge

Ruolin Meng ⋅ Ming-Yu Chung ⋅ Dhanajit Brahma ⋅ Ricardo Henao ⋅ Lawrence Carin

A Unified Framework for the Transportability of Population-Level Causal Measures

Ahmed Boughdiri ⋅ Clément Berenfeld ⋅ Julie Josse ⋅ Erwan Scornet

Revising and Falsifying Sparse Autoencoder Feature Explanations

George Ma ⋅ Samuel Pfrommer ⋅ Somayeh Sojoudi [...] Hanqun Cao ⋅ Haosen Shi ⋅ Chenyu Wang ⋅ Sinno Pan ⋅ Pheng-Ann Heng

PRESCRIBE: Predicting Single-Cell Responses with Bayesian Estimation

Jiabei Cheng ⋅ Changxi Chi ⋅ Jingbo Zhou ⋅ Hongyi Xin ⋅ Jun Xia

JanusDNA: A Powerful Bi-directional Hybrid DNA Foundation Model

Qihao Duan ⋅ Bingding Huang ⋅ Zhenqiao Song ⋅ Irina Lehmann ⋅ Lei Gu ⋅ Roland Eils ⋅ Benjamin Wild

MTBBench: A Multimodal Sequential Clinical Decision-Making Benchmark in Oncology

Kiril Vasilev ⋅ Alexandre Misrahi ⋅ Eeshaan Jain ⋅ Phil F Cheng ⋅ Petros Liakopoulos ⋅ Olivier Michielin ⋅ Michael Moor ⋅ Charlotte Bunne

DiffLiG: Diffusion-enhanced Liquid Graph with Attention Propagation for Grid-to-Station Precipitation Correction [...] Yuan Chiang ⋅ Tobias Kreiman ⋅ Christine Zhang ⋅ Matthew Kuner ⋅ Elizabeth Weaver ⋅ Ishan Amin ⋅ Hyunsoo Park ⋅ Yunsung Lim ⋅ Jihan Kim ⋅ Daryl Chrzan ⋅ Aron Walsh ⋅ Samuel Blau ⋅ Mark Asta ⋅ Aditi Krishnapriyan

PF∆: A Benchmark Dataset for Power Flow under Load, Generation, and Topology Variations

Ana Rivera Him ⋅ Anvita Bhagavathula ⋅ Alvaro Carbonero ⋅ Priya Donti

TIDMAD: Time Series Dataset for Discovering Dark Matter with AI Denoising

Jessica Fry ⋅ Xinyi Fu ⋅ Zhenghao Fu ⋅ Kaliroë Pappas ⋅ Lindley Winslow ⋅ Aobo Li

Bubbleformer: Forecasting Boiling with Transformers

Sheikh Md Shakeel Hassan ⋅ Xianwei Zou ⋅ Akash Dhruv ⋅ Aparna Chandramowlishwaran

Know Thyself by Knowing Others: Learning Neuron Identity from Population Context",True
b1_sc_qc_noise,B1 — 单细胞数据质控: 噪声建模与稀疏数据处理 (QC: Noise & Sparsity Modeling),single-cell sparsity handling variational inference probabilistic model 2024 2025,7,NeurIPS Poster Brain-like Variational Inference,https://neurips.cc/virtual/2025/poster/119894,neurips.cc,0.94891727,"variational inference through membrane potential dynamics, replacing amortized encoders with iterative inference updates. Theoretically, iP-VAE yields several desirable features such as emergent normalization via lateral competition, and hardware-efficient integer spike count representations. Empirically, iP-VAE outperforms both standard VAEs and Gaussian-based predictive coding models in sparsity, reconstruction, and biological plausibility, and scales to complex color image datasets such as CelebA. iP-VAE also exhibits strong generalization to out-of-distribution inputs, exceeding hybrid iterative-amortized VAEs. These results demonstrate how deriving inference algorithms from first principles can yield concrete architectures that are simultaneously biologically plausible and [...] that are simultaneously biologically plausible and empirically effective. [...] Skip to yearly menu bar

## Main Navigation

conference_logo

 NeurIPS 
  + Code of Ethics  

  + Code of Conduct  

  + Create Profile  

  + Journal To Conference Track  

  + Diversity & Inclusion  

  + Proceedings  

  + Future Meetings  

  + Press  

  + Exhibitor Information  

  + Contact NeurIPS  

  + Help/FAQ  

  + Privacy Policy  

  + Downloads
 My Stuff

 Login

Poster  Wed, Dec 3, 2025 • 11:00 AM – 2:00 PM PST

# Brain-like Variational Inference

Hadi Vafaii · Dekel Galor · Jacob Yates

Project Page    [OpenReview]

### Abstract",True
